Date;S&P Comp. P;Dividend;Earnings;CPI;Date Fraction;Long Interest Rate;Real Price;Real Dividend;Real Total Return Price;Real Earnings;Real TR Scaled Earnings;
1916,02;9,20;0,45;0,99;10,40;1916,12;4,07;229,14;11,25;2203,24;24,62;236,68;
1916,03;9,17;0,46;1,04;10,50;1916,21;4,08;226,22;11,41;2184,29;25,71;248,20;
1916,04;9,07;0,47;1,10;10,60;1916,29;4,10;221,64;11,57;2149,39;26,81;259,96;
1916,05;9,27;0,48;1,15;10,70;1916,37;4,11;224,41;11,72;2185,73;27,86;271,39;
1916,06;9,36;0,50;1,21;10,80;1916,46;4,13;224,49;11,87;2196,15;28,90;282,73;
1916,07;9,23;0,51;1,26;10,80;1916,54;4,14;221,38;12,13;2175,54;30,20;296,75;
1916,08;9,30;0,52;1,31;10,90;1916,62;4,16;221,01;12,28;2181,98;31,20;308,06;
1916,09;9,68;0,53;1,37;11,10;1916,71;4,17;225,89;12,31;2240,35;31,92;316,61;
1916,1;9,98;0,54;1,42;11,30;1916,79;4,19;228,77;12,34;2279,10;32,60;324,74;
1916,11;10,21;0,55;1,48;11,50;1916,87;4,20;229,97;12,37;2301,34;33,25;332,69;
1916,12;9,80;0,56;1,53;11,60;1916,96;4,22;218,84;12,50;2200,31;34,17;343,52;
1917,01;9,57;0,57;1,51;11,70;1917,04;4,23;211,87;12,64;2140,89;33,41;337,58;
1917,02;9,03;0,58;1,49;12,00;1917,12;4,26;194,92;12,56;1980,16;32,12;326,30;
1917,03;9,31;0,59;1,47;12,00;1917,21;4,29;200,97;12,79;2052,39;31,69;323,62;
1917,04;9,17;0,60;1,45;12,60;1917,29;4,32;188,52;12,40;1935,82;29,75;305,47;
1917,05;8,86;0,61;1,43;12,80;1917,37;4,34;179,30;12,43;1851,79;28,86;298,04;
1917,06;9,04;0,63;1,41;13,00;1917,46;4,37;180,13;12,45;1871,06;28,00;290,80;
1917,07;8,79;0,64;1,38;12,80;1917,54;4,40;177,88;12,87;1858,88;28,01;292,68;
1917,08;8,53;0,65;1,36;13,00;1917,62;4,43;169,96;12,89;1787,37;27,16;285,60;
1917,09;8,12;0,66;1,34;13,30;1917,71;4,46;158,15;12,81;1674,30;26,16;276,92;
1917,1;7,68;0,67;1,32;13,50;1917,79;4,49;147,36;12,82;1571,43;25,37;270,50;
1917,11;7,04;0,68;1,30;13,50;1917,87;4,51;135,08;13,03;1452,05;24,96;268,34;
1917,12;6,80;0,69;1,28;13,70;1917,96;4,54;128,57;13,05;1393,76;24,20;262,36;
1918,01;7,21;0,68;1,26;14,00;1918,04;4,57;133,40;12,58;1457,50;23,24;253,90;
1918,02;7,43;0,67;1,23;14,10;1918,12;4,56;136,50;12,31;1502,53;22,63;249,14;
1918,03;7,28;0,66;1,21;14,00;1918,21;4,56;134,70;12,21;1493,91;22,35;247,89;
1918,04;7,21;0,65;1,18;14,20;1918,29;4,55;131,52;11,86;1469,67;21,58;241,14;
1918,05;7,44;0,64;1,16;14,50;1918,37;4,55;132,91;11,43;1495,82;20,70;233,02;
1918,06;7,45;0,63;1,14;14,70;1918,46;4,54;131,28;11,10;1487,86;20,00;226,67;
1918,07;7,51;0,62;1,11;15,10;1918,54;4,54;128,83;10,64;1470,16;19,06;217,49;
1918,08;7,58;0,61;1,09;15,40;1918,62;4,53;127,50;10,26;1464,71;18,28;210,05;
1918,09;7,54;0,60;1,06;15,70;1918,71;4,52;124,40;9,90;1438,62;17,54;202,82;
1918,1;7,86;0,59;1,04;16,00;1918,79;4,52;127,25;9,55;1480,76;16,80;195,55;
1918,11;8,06;0,58;1,01;16,30;1918,87;4,51;128,09;9,22;1499,43;16,11;188,64;
1918,12;7,90;0,57;0,99;16,50;1918,96;4,51;124,02;8,95;1460,58;15,54;183,03;
1919,01;7,85;0,57;0,99;16,50;1919,04;4,50;123,24;8,90;1460,07;15,46;183,21;
1919,02;7,88;0,56;0,98;16,20;1919,12;4,54;126,00;9,01;1501,68;15,67;186,76;
1919,03;8,12;0,56;0,98;16,40;1919,21;4,58;128,25;8,84;1537,33;15,40;184,59;
1919,04;8,39;0,56;0,97;16,70;1919,29;4,62;130,14;8,63;1568,54;15,05;181,34;
1919,05;8,97;0,55;0,97;16,90;1919,37;4,66;137,49;8,48;1665,65;14,79;179,19;
1919,06;9,21;0,55;0,96;16,90;1919,46;4,70;141,16;8,43;1718,72;14,71;179,15;
1919,07;9,51;0,55;0,96;17,40;1919,54;4,74;141,57;8,14;1731,97;14,22;173,93;
1919,08;8,87;0,54;0,95;17,70;1919,62;4,77;129,81;7,95;1596,14;13,90;170,95;
1919,09;9,01;0,54;0,95;17,80;1919,71;4,81;131,12;7,86;1620,27;13,75;169,94;
1919,1;9,47;0,54;0,94;18,10;1919,79;4,85;135,53;7,68;1682,68;13,45;167,02;
1919,11;9,19;0,53;0,94;18,50;1919,87;4,89;128,68;7,47;1605,34;13,09;163,33;
1919,12;8,92;0,53;0,93;18,90;1919,96;4,93;122,25;7,26;1532,75;12,75;159,81;
1920,01;8,83;0,53;0,92;19,30;1920,04;4,97;118,51;7,09;1493,25;12,34;155,45;
1920,02;8,10;0,53;0,91;19,50;1920,12;4,98;107,60;7,00;1363,10;12,07;152,85;
1920,03;8,67;0,53;0,90;19,70;1920,21;4,99;114,00;6,90;1451,49;11,80;150,26;
1920,04;8,60;0,52;0,89;20,30;1920,29;5,00;109,74;6,68;1404,31;11,31;144,79;
1920,05;8,06;0,52;0,88;20,60;1920,37;5,01;101,35;6,56;1303,96;11,01;141,69;
1920,06;7,92;0,52;0,87;20,90;1920,46;5,02;98,16;6,44;1269,83;10,72;138,69;
1920,07;7,91;0,52;0,85;20,80;1920,54;5,03;98,51;6,45;1281,28;10,64;138,37;
1920,08;7,60;0,52;0,84;20,30;1920,62;5,04;96,98;6,59;1268,53;10,76;140,76;
1920,09;7,87;0,52;0,83;20,00;1920,71;5,05;101,93;6,67;1340,57;10,78;141,81;
1920,1;7,88;0,51;0,82;19,90;1920,79;5,06;102,57;6,68;1356,34;10,70;141,43;
1920,11;7,48;0,51;0,81;19,80;1920,87;5,07;97,86;6,69;1301,37;10,61;141,06;
1920,12;6,81;0,51;0,80;19,40;1920,96;5,08;90,93;6,81;1216,78;10,68;142,94;
1921,01;7,11;0,51;0,76;19,00;1921,04;5,09;96,93;6,90;1304,82;10,33;139,02;
1921,02;7,06;0,50;0,72;18,40;1921,12;5,02;99,39;7,06;1345,82;10,07;136,30;
1921,03;6,88;0,50;0,67;18,30;1921,21;4,96;97,38;7,04;1326,62;9,52;129,67;
1921,04;6,91;0,49;0,63;18,10;1921,29;4,89;98,89;7,06;1355,14;9,02;123,55;
1921,05;7,12;0,49;0,59;17,70;1921,37;4,83;104,20;7,16;1436,05;8,60;118,49;
1921,06;6,55;0,49;0,55;17,60;1921,46;4,76;96,40;7,14;1336,79;8,02;111,23;
1921,07;6,53;0,48;0,50;17,70;1921,54;4,70;95,56;7,04;1333,31;7,35;102,60;
1921,08;6,45;0,48;0,46;17,70;1921,62;4,63;94,39;6,98;1325,09;6,73;94,50;
1921,09;6,61;0,47;0,42;17,50;1921,71;4,56;97,84;6,99;1381,66;6,18;87,27;
1921,1;6,70;0,47;0,38;17,50;1921,79;4,50;99,17;6,93;1408,63;5,55;78,84;
1921,11;7,06;0,46;0,33;17,40;1921,87;4,43;105,10;6,91;1501,03;4,95;70,69;
1921,12;7,31;0,46;0,29;17,30;1921,96;4,37;109,45;6,89;1571,36;4,34;62,34;
1922,01;7,30;0,46;0,32;16,90;1922,04;4,30;111,89;7,11;1614,86;4,96;71,52;
1922,02;7,46;0,47;0,36;16,90;1922,12;4,31;114,34;7,18;1658,89;5,47;79,32;
1922,03;7,74;0,47;0,39;16,70;1922,21;4,31;120,05;7,33;1750,63;6,05;88,21;
1922,04;8,21;0,48;0,42;16,70;1922,29;4,32;127,34;7,39;1865,92;6,57;96,20;
1922,05;8,53;0,48;0,46;16,70;1922,37;4,32;132,31;7,46;1947,75;7,08;104,28;
1922,06;8,45;0,49;0,49;16,70;1922,46;4,33;131,07;7,52;1938,71;7,60;112,42;
1922,07;8,51;0,49;0,52;16,80;1922,54;4,33;131,21;7,54;1950,15;8,07;119,92;
1922,08;8,83;0,49;0,56;16,60;1922,62;4,34;137,79;7,70;2057,40;8,69;129,71;
1922,09;9,06;0,50;0,59;16,60;1922,71;4,34;141,38;7,76;2120,65;9,21;138,10;
1922,1;9,26;0,50;0,62;16,70;1922,79;4,35;143,63;7,78;2164,21;9,67;145,68;
1922,11;8,80;0,51;0,66;16,80;1922,87;4,35;135,68;7,80;2054,25;10,13;153,30;
1922,12;8,78;0,51;0,69;16,90;1922,96;4,36;134,57;7,82;2047,32;10,58;160,89;
1923,01;8,90;0,51;0,71;16,80;1923,04;4,36;137,23;7,89;2097,65;11,01;168,33;
1923,02;9,28;0,51;0,74;16,80;1923,12;4,34;143,08;7,91;2197,30;11,38;174,81;
1923,03;9,43;0,52;0,76;16,80;1923,21;4,31;145,40;7,94;2242,98;11,76;181,36;
1923,04;9,10;0,52;0,79;16,90;1923,29;4,29;139,48;7,92;2161,86;12,06;186,89;
1923,05;8,67;0,52;0,81;16,90;1923,37;4,26;132,89;7,94;2069,97;12,43;193,58;
1923,06;8,34;0,52;0,84;17,00;1923,46;4,24;127,08;7,92;1989,75;12,72;199,21;
1923,07;8,06;0,52;0,86;17,20;1923,54;4,21;121,38;7,86;1910,84;12,94;203,70;
1923,08;8,10;0,52;0,88;17,10;1923,62;4,19;122,70;7,93;1941,95;13,38;211,77;
1923,09;8,15;0,53;0,91;17,20;1923,71;4,16;122,74;7,91;1953,01;13,67;217,47;
1923,1;8,03;0,53;0,93;17,30;1923,79;4,14;120,23;7,89;1923,58;13,95;223,19;
1923,11;8,27;0,53;0,96;17,30;1923,87;4,11;123,83;7,91;1991,62;14,31;230,18;
1923,12;8,55;0,53;0,98;17,30;1923,96;4,09;128,02;7,94;2069,69;14,67;237,23;
1924,01;8,83;0,53;0,98;17,30;1924,04;4,06;132,21;7,96;2148,20;14,61;237,40;
1924,02;8,87;0,53;0,97;17,20;1924,12;4,04;133,58;8,03;2181,35;14,63;238,96;
1924,03;8,70;0,54;0,97;17,10;1924,21;4,03;131,79;8,10;2163,08;14,66;240,55;
1924,04;8,50;0,54;0,96;17,00;1924,29;4,01;129,52;8,18;2136,97;14,68;242,18;
1924,05;8,47;0,54;0,96;17,00;1924,37;3,99;129,06;8,20;2140,71;14,62;242,43;
1924,06;8,63;0,54;0,96;17,00;1924,46;3,98;131,50;8,23;2192,52;14,55;242,63;
1924,07;9,03;0,54;0,95;17,10;1924,54;3,96;136,79;8,21;2292,13;14,40;241,35;
1924,08;9,34;0,54;0,95;17,00;1924,62;3,94;142,31;8,28;2396,32;14,43;242,89;
1924,09;9,25;0,55;0,94;17,10;1924,71;3,93;140,12;8,26;2370,94;14,28;241,58;
1924,1;9,13;0,55;0,94;17,20;1924,79;3,91;137,50;8,23;2338,18;14,13;240,30;
1924,11;9,64;0,55;0,93;17,20;1924,87;3,89;145,18;8,26;2480,49;14,07;240,38;
1924,12;10,16;0,55;0,93;17,30;1924,96;3,88;152,12;8,24;2610,91;13,92;238,99;
1925,01;10,58;0,55;0,96;17,30;1925,04;3,86;158,41;8,30;2730,71;14,32;246,93;
1925,02;10,67;0,56;0,98;17,20;1925,12;3,85;160,69;8,41;2782,03;14,81;256,38;
1925,03;10,39;0,56;1,01;17,30;1925,21;3,83;155,57;8,42;2705,52;15,12;263,00;
1925,04;10,28;0,57;1,04;17,20;1925,29;3,82;154,82;8,53;2704,80;15,62;272,85;
1925,05;10,61;0,57;1,06;17,30;1925,37;3,80;158,86;8,55;2787,94;15,92;279,32;
1925,06;10,80;0,58;1,09;17,50;1925,46;3,79;159,86;8,51;2817,88;16,13;284,40;
1925,07;11,10;0,58;1,12;17,70;1925,54;3,77;162,44;8,48;2875,88;16,35;289,40;
1925,08;11,25;0,58;1,14;17,70;1925,62;3,76;164,64;8,54;2927,34;16,73;297,42;
1925,09;11,51;0,59;1,17;17,70;1925,71;3,74;168,44;8,60;3007,73;17,12;305,74;
1925,1;11,89;0,59;1,20;17,70;1925,79;3,73;174,00;8,66;3119,91;17,52;314,09;
1925,11;12,26;0,60;1,22;18,00;1925,87;3,71;176,43;8,57;3176,19;17,60;316,84;
1925,12;12,46;0,60;1,25;17,90;1925,96;3,70;180,31;8,68;3259,07;18,09;326,95;
1926,01;12,65;0,61;1,25;17,90;1926,04;3,68;183,06;8,79;3322,01;18,07;328,00;
1926,02;12,67;0,62;1,25;17,90;1926,12;3,65;183,35;8,90;3340,72;18,06;329,06;
1926,03;11,81;0,62;1,25;17,80;1926,21;3,62;171,86;9,06;3145,21;18,16;332,36;
1926,04;11,48;0,63;1,25;17,90;1926,29;3,60;166,13;9,12;3054,15;18,05;331,75;
1926,05;11,56;0,64;1,25;17,80;1926,37;3,57;168,22;9,28;3106,92;18,13;334,88;
1926,06;12,11;0,65;1,25;17,70;1926,46;3,54;177,22;9,44;3287,66;18,22;338,00;
1926,07;12,62;0,65;1,24;17,50;1926,54;3,51;186,80;9,66;3480,20;18,41;343,06;
1926,08;13,12;0,66;1,24;17,40;1926,62;3,48;195,32;9,83;3654,13;18,50;346,20;
1926,09;13,32;0,67;1,24;17,50;1926,71;3,45;197,16;9,88;3704,04;18,38;345,38;
1926,1;13,02;0,68;1,24;17,60;1926,79;3,43;191,62;9,93;3615,60;18,28;344,90;
1926,11;13,19;0,68;1,24;17,70;1926,87;3,40;193,03;9,99;3657,82;18,16;344,15;
1926,12;13,49;0,69;1,24;17,70;1926,96;3,37;197,42;10,10;3756,96;18,15;345,34;
1927,01;13,40;0,70;1,23;17,50;1927,04;3,34;198,34;10,31;3790,90;18,19;347,69;
1927,02;13,66;0,70;1,22;17,40;1927,12;3,34;203,35;10,47;3903,34;18,13;348,04;
1927,03;13,87;0,71;1,21;17,30;1927,21;3,34;207,67;10,63;4003,26;18,09;348,66;
1927,04;14,21;0,72;1,20;17,30;1927,29;3,34;212,77;10,73;4118,63;17,92;346,94;
1927,05;14,70;0,72;1,19;17,40;1927,37;3,34;218,84;10,77;4253,54;17,66;343,18;
1927,06;14,89;0,73;1,18;17,60;1927,46;3,34;219,15;10,74;4276,95;17,29;337,50;
1927,07;15,22;0,74;1,16;17,30;1927,54;3,34;227,89;11,03;4465,49;17,43;341,51;
1927,08;16,03;0,74;1,15;17,20;1927,62;3,33;241,41;11,19;4748,77;17,36;341,57;
1927,09;16,94;0,75;1,14;17,30;1927,71;3,33;253,64;11,23;5007,75;17,11;337,89;
1927,1;16,68;0,76;1,13;17,40;1927,79;3,33;248,31;11,26;4921,08;16,85;333,97;
1927,11;17,06;0,76;1,12;17,30;1927,87;3,33;255,44;11,43;5081,16;16,78;333,88;
1927,12;17,46;0,77;1,11;17,30;1927,96;3,33;261,43;11,53;5219,41;16,62;331,82;
1928,01;17,53;0,78;1,13;17,30;1928,04;3,33;262,48;11,63;5259,68;16,96;339,94;
1928,02;17,32;0,78;1,16;17,10;1928,12;3,35;262,36;11,87;5277,27;17,50;351,92;
1928,03;18,25;0,79;1,18;17,10;1928,21;3,38;276,45;11,97;5580,69;17,83;359,92;
1928,04;19,40;0,80;1,20;17,10;1928,29;3,40;293,87;12,07;5952,66;18,18;368,21;
1928,05;20,00;0,80;1,22;17,20;1928,37;3,42;301,20;12,10;6121,50;18,40;374,02;
1928,06;19,02;0,81;1,25;17,10;1928,46;3,44;288,12;12,27;5876,37;18,86;384,65;
1928,07;19,16;0,82;1,27;17,10;1928,54;3,47;290,24;12,37;5940,65;19,21;393,15;
1928,08;19,78;0,82;1,29;17,10;1928,62;3,49;299,63;12,47;6154,16;19,54;401,36;
1928,09;21,17;0,83;1,31;17,30;1928,71;3,51;316,98;12,43;6531,76;19,64;404,80;
1928,1;21,60;0,84;1,34;17,20;1928,79;3,53;325,30;12,60;6724,81;20,11;415,63;
1928,11;23,06;0,84;1,36;17,20;1928,87;3,56;347,28;12,70;7201,24;20,44;423,77;
1928,12;23,15;0,85;1,38;17,10;1928,96;3,58;350,68;12,88;7293,87;20,90;434,80;
1929,01;24,86;0,86;1,40;17,10;1929,04;3,60;376,58;13,03;7855,22;21,19;442,05;
1929,02;24,99;0,87;1,42;17,10;1929,12;3,57;378,55;13,18;7919,21;21,48;449,36;
1929,03;25,43;0,88;1,44;17,00;1929,21;3,55;387,48;13,41;8129,42;21,91;459,70;
1929,04;25,28;0,89;1,46;16,90;1929,29;3,52;387,47;13,64;8153,14;22,33;469,90;
1929,05;25,66;0,90;1,48;17,00;1929,37;3,50;390,99;13,71;8251,06;22,49;474,61;
1929,06;26,15;0,91;1,50;17,10;1929,46;3,47;396,12;13,78;8383,69;22,65;479,30;
1929,07;28,48;0,92;1,51;17,30;1929,54;3,45;426,43;13,78;9049,42;22,67;481,07;
1929,08;30,10;0,93;1,53;17,30;1929,62;3,42;450,68;13,92;9588,80;22,95;488,36;
1929,09;31,30;0,94;1,55;17,30;1929,71;3,39;468,65;14,07;9996,03;23,24;495,65;
1929,1;27,99;0,95;1,57;17,30;1929,79;3,37;419,09;14,22;8964,22;23,54;503,46;
1929,11;20,58;0,96;1,59;17,30;1929,87;3,34;308,14;14,37;6616,68;23,82;511,52;
1929,12;21,40;0,97;1,61;17,20;1929,96;3,32;322,28;14,61;6946,46;24,25;522,61;
1930,01;21,71;0,97;1,56;17,10;1930,04;3,29;328,86;14,71;7114,71;23,59;510,25;
1930,02;23,07;0,97;1,50;17,00;1930,12;3,29;351,52;14,81;7631,57;22,90;497,19;
1930,03;23,94;0,97;1,45;16,90;1930,21;3,30;366,94;14,91;7993,19;22,22;484,13;
1930,04;25,46;0,97;1,40;17,00;1930,29;3,30;387,94;14,83;8477,62;21,29;465,17;
1930,05;23,94;0,97;1,34;16,90;1930,37;3,31;366,94;14,93;8045,85;20,58;451,36;
1930,06;21,52;0,98;1,29;16,80;1930,46;3,31;331,81;15,03;7303,05;19,89;437,78;
1930,07;21,06;0,98;1,24;16,60;1930,54;3,32;328,63;15,23;7260,98;19,30;426,49;
1930,08;20,79;0,98;1,18;16,50;1930,62;3,32;326,38;15,33;7239,56;18,57;411,95;
1930,09;20,78;0,98;1,13;16,60;1930,71;3,32;324,26;15,25;7220,68;17,63;392,66;
1930,1;17,92;0,98;1,08;16,50;1930,79;3,33;281,32;15,36;6293,12;16,91;378,22;
1930,11;16,62;0,98;1,02;16,40;1930,87;3,33;262,51;15,47;5901,01;16,16;363,22;
1930,12;15,51;0,98;0,97;16,10;1930,96;3,34;249,54;15,77;5639,05;15,61;352,67;
1931,01;15,98;0,97;0,94;15,90;1931,04;3,34;260,33;15,75;5912,67;15,31;347,80;
1931,02;17,20;0,95;0,91;15,70;1931,12;3,37;283,78;15,73;6474,91;15,01;342,57;
1931,03;17,53;0,94;0,88;15,60;1931,21;3,40;291,08;15,61;6671,12;14,61;334,89;
1931,04;15,86;0,93;0,85;15,50;1931,29;3,43;265,05;15,49;6104,11;14,20;327,14;
1931,05;14,33;0,91;0,82;15,30;1931,37;3,45;242,61;15,46;5617,02;13,88;321,42;
1931,06;13,87;0,90;0,79;15,10;1931,46;3,48;237,93;15,44;5538,51;13,55;315,46;
1931,07;14,33;0,89;0,76;15,10;1931,54;3,51;245,82;15,21;5751,70;13,04;305,04;
1931,08;13,90;0,87;0,73;15,10;1931,62;3,54;238,45;14,98;5608,32;12,52;294,54;
1931,09;11,83;0,86;0,70;15,00;1931,71;3,57;204,29;14,85;4834,05;12,09;286,04;
1931,1;10,25;0,85;0,67;14,90;1931,79;3,60;178,19;14,72;4245,56;11,65;277,51;
1931,11;10,39;0,83;0,64;14,70;1931,87;3,62;183,08;14,68;4391,25;11,28;270,49;
1931,12;8,44;0,82;0,61;14,60;1931,96;3,65;149,74;14,55;3620,61;10,82;261,68;
1932,01;8,30;0,79;0,59;14,30;1932,04;3,68;150,35;14,37;3664,21;10,75;261,92;
1932,02;8,23;0,77;0,58;14,10;1932,12;3,65;151,19;14,09;3713,44;10,59;260,21;
1932,03;8,26;0,74;0,56;14,00;1932,21;3,62;152,83;13,69;3781,63;10,36;256,38;
1932,04;6,28;0,71;0,54;13,90;1932,29;3,59;117,03;13,29;2923,23;10,12;252,90;
1932,05;5,51;0,69;0,53;13,70;1932,37;3,56;104,18;12,98;2629,28;9,96;251,33;
1932,06;4,77;0,66;0,51;13,60;1932,46;3,53;90,85;12,57;2319,33;9,71;247,98;
1932,07;5,01;0,63;0,49;13,60;1932,54;3,50;95,42;12,06;2461,69;9,40;242,39;
1932,08;7,53;0,61;0,48;13,50;1932,62;3,46;144,48;11,64;3752,34;9,15;237,55;
1932,09;8,26;0,58;0,46;13,40;1932,71;3,43;159,67;11,21;4171,10;8,89;232,29;
1932,1;7,12;0,55;0,44;13,30;1932,79;3,40;138,67;10,78;3645,92;8,63;227,00;
1932,11;7,05;0,53;0,43;13,20;1932,87;3,37;138,35;10,34;3660,07;8,37;221,52;
1932,12;6,82;0,50;0,41;13,10;1932,96;3,34;134,85;9,89;3589,48;8,11;215,79;
1933,01;7,09;0,50;0,41;12,90;1933,04;3,31;142,37;9,94;3811,49;8,28;221,75;
1933,02;6,25;0,49;0,42;12,70;1933,12;3,29;127,48;9,99;3435,13;8,46;228,09;
1933,03;6,23;0,49;0,42;12,60;1933,21;3,28;128,08;9,97;3473,70;8,58;232,79;
1933,04;6,89;0,48;0,42;12,60;1933,29;3,26;141,65;9,87;3864,00;8,63;235,54;
1933,05;8,87;0,48;0,42;12,60;1933,37;3,25;182,35;9,77;4996,61;8,69;238,00;
1933,06;10,39;0,47;0,43;12,70;1933,46;3,23;211,92;9,59;5828,66;8,67;238,42;
1933,07;11,23;0,47;0,43;13,10;1933,54;3,22;222,06;9,19;6128,60;8,45;233,30;
1933,08;10,67;0,46;0,43;13,20;1933,62;3,20;209,38;9,03;5799,64;8,44;233,72;
1933,09;10,58;0,46;0,43;13,20;1933,71;3,18;207,62;8,93;5771,33;8,49;235,93;
1933,1;9,55;0,45;0,44;13,20;1933,79;3,17;187,41;8,83;5229,92;8,54;238,22;
1933,11;9,78;0,45;0,44;13,20;1933,87;3,15;191,92;8,73;5376,19;8,59;240,50;
1933,12;9,97;0,44;0,44;13,20;1933,96;3,14;195,65;8,63;5500,79;8,63;242,76;
1934,01;10,54;0,44;0,44;13,20;1934,04;3,12;206,83;8,65;5835,55;8,72;245,93;
1934,02;11,32;0,44;0,45;13,30;1934,12;3,09;220,47;8,60;6240,50;8,73;247,14;
1934,03;10,74;0,44;0,45;13,30;1934,21;3,07;209,17;8,62;5941,09;8,81;250,31;
1934,04;10,92;0,44;0,46;13,30;1934,29;3,04;212,68;8,63;6061,09;8,89;253,49;
1934,05;9,81;0,44;0,46;13,30;1934,37;3,01;191,06;8,65;5465,54;8,97;256,73;
1934,06;9,94;0,45;0,47;13,40;1934,46;2,98;192,15;8,60;5517,14;8,99;258,10;
1934,07;9,47;0,45;0,47;13,40;1934,54;2,96;183,06;8,62;5276,89;9,07;261,45;
1934,08;9,10;0,45;0,47;13,40;1934,62;2,93;175,91;8,64;5091,46;9,15;264,81;
1934,09;8,88;0,45;0,48;13,60;1934,71;2,90;169,13;8,52;4915,87;9,09;264,34;
1934,1;8,95;0,45;0,48;13,50;1934,79;2,87;171,73;8,60;5012,15;9,24;269,76;
1934,11;9,20;0,45;0,49;13,50;1934,87;2,85;176,53;8,62;5173,12;9,32;273,16;
1934,12;9,26;0,45;0,49;13,40;1934,96;2,82;179,00;8,70;5266,96;9,47;278,71;
1935,01;9,26;0,45;0,57;13,60;1935,04;2,79;176,37;8,57;5210,52;10,86;320,73;
1935,02;8,98;0,45;0,65;13,70;1935,12;2,78;169,79;8,51;5037,03;12,29;364,60;
1935,03;8,41;0,45;0,73;13,70;1935,21;2,77;159,01;8,51;4738,34;13,80;411,29;
1935,04;9,04;0,45;0,76;13,80;1935,29;2,76;169,68;8,38;5077,21;14,20;424,97;
1935,05;9,75;0,44;0,78;13,80;1935,37;2,74;183,01;8,32;5496,72;14,70;441,62;
1935,06;10,12;0,44;0,81;13,70;1935,46;2,73;191,34;8,32;5767,78;15,32;461,65;
1935,07;10,65;0,44;0,79;13,70;1935,54;2,72;201,36;8,32;6090,75;15,00;453,71;
1935,08;11,37;0,44;0,78;13,70;1935,62;2,71;214,98;8,32;6523,48;14,68;445,61;
1935,09;11,61;0,44;0,76;13,70;1935,71;2,70;219,52;8,32;6682,22;14,37;437,42;
1935,1;11,92;0,45;0,76;13,70;1935,79;2,69;225,38;8,51;6882,23;14,37;438,80;
1935,11;13,04;0,46;0,76;13,80;1935,87;2,67;244,77;8,63;7496,29;14,27;436,90;
1935,12;13,04;0,47;0,76;13,80;1935,96;2,66;244,77;8,82;7518,81;14,27;438,21;
1936,01;13,76;0,48;0,77;13,80;1936,04;2,65;258,28;9,01;7957,02;14,45;445,27;
1936,02;14,55;0,49;0,78;13,80;1936,12;2,65;273,11;9,20;8437,47;14,64;452,32;
1936,03;14,86;0,50;0,79;13,70;1936,21;2,66;280,96;9,45;8704,47;14,94;462,75;
1936,04;14,88;0,52;0,82;13,70;1936,29;2,66;281,34;9,77;8741,41;15,50;481,72;
1936,05;14,09;0,53;0,85;13,70;1936,37;2,66;266,41;10,08;8303,43;16,07;500,92;
1936,06;14,69;0,55;0,88;13,80;1936,46;2,66;275,74;10,32;8621,10;16,52;516,44;
1936,07;15,56;0,57;0,90;13,90;1936,54;2,67;289,97;10,62;9093,65;16,77;525,98;
1936,08;15,87;0,59;0,92;14,00;1936,62;2,67;293,63;10,92;9237,10;17,02;535,48;
1936,09;16,05;0,61;0,94;14,00;1936,71;2,67;296,96;11,29;9371,46;17,39;548,86;
1936,1;16,89;0,65;0,97;14,00;1936,79;2,67;312,50;11,96;9893,39;17,89;566,23;
1936,11;17,36;0,68;0,99;14,00;1936,87;2,68;321,20;12,64;10202,05;18,38;583,76;
1936,12;17,06;0,72;1,02;14,00;1936,96;2,68;315,65;13,32;10061,01;18,87;601,54;
1937,01;17,59;0,73;1,05;14,10;1937,04;2,68;323,15;13,41;10335,63;19,29;616,96;
1937,02;18,11;0,74;1,08;14,10;1937,12;2,67;332,70;13,59;10677,41;19,84;636,75;
1937,03;18,09;0,75;1,11;14,20;1937,21;2,66;329,99;13,68;10627,09;20,25;652,08;
1937,04;17,01;0,78;1,13;14,30;1937,29;2,65;308,12;14,13;9960,68;20,47;661,70;
1937,05;16,25;0,81;1,15;14,40;1937,37;2,64;292,31;14,57;9488,81;20,69;671,52;
1937,06;15,64;0,84;1,17;14,40;1937,46;2,63;281,34;15,11;9173,49;21,05;686,25;
1937,07;16,57;0,82;1,19;14,50;1937,54;2,62;296,01;14,59;9691,59;21,20;694,07;
1937,08;16,74;0,79;1,20;14,50;1937,62;2,61;299,05;14,17;9829,69;21,50;706,59;
1937,09;14,37;0,77;1,22;14,60;1937,71;2,60;254,95;13,66;8417,65;21,65;714,65;
1937,1;12,28;0,78;1,19;14,60;1937,79;2,59;217,87;13,84;7231,45;21,11;700,77;
1937,11;11,20;0,79;1,16;14,50;1937,87;2,58;200,08;14,11;6679,98;20,72;691,86;
1937,12;11,02;0,80;1,13;14,40;1937,96;2,57;198,23;14,39;6658,30;20,33;682,75;
1938,01;11,31;0,79;1,08;14,20;1938,04;2,56;206,31;14,47;6970,28;19,64;663,54;
1938,02;11,04;0,79;1,02;14,10;1938,12;2,54;202,82;14,45;6892,82;18,80;638,92;
1938,03;10,31;0,78;0,97;14,10;1938,21;2,53;189,41;14,33;6477,63;17,82;609,44;
1938,04;9,89;0,77;0,90;14,20;1938,29;2,51;180,41;13,99;6209,85;16,48;567,20;
