Cases/10000Habitants,Cases,Municipality,Gemnr,Habitants,Number of Records,Date
0,0,Montferland,"1,955",36026,1,16/03/2020
0,0,Edam-Volendam,385,36099,1,16/03/2020
0,0,Gorinchem,512,36682,1,16/03/2020
0,0,Oldambt,"1,895",38129,1,16/03/2020
0,0,Rijssen-Holten,"1,742",38300,1,16/03/2020
0,0,Wageningen,289,38774,1,16/03/2020
0,0,Zuidplas,"1,892",42762,1,16/03/2020
0,0,Venray,984,43326,1,16/03/2020
0,0,Zevenaar,299,43488,1,16/03/2020
0,0,Berkelland,"1,859",43904,1,16/03/2020
0,0,Steenwijkerland,"1,708",43940,1,16/03/2020
0,0,Medemblik,420,44809,1,16/03/2020
0,0,Noardeast-Fryslân,"1,97",45181,1,16/03/2020
0,0,Waadhoeke,"1,949",46039,1,16/03/2020
0,0,Zutphen,301,47609,1,16/03/2020
0,0,Hollands Kroon,"1,911",47815,1,16/03/2020
0,0,Het Hogeland,"1,966",47888,1,16/03/2020
0,0,Weert,988,49842,1,16/03/2020
0,0,Heerenveen,74,50257,1,16/03/2020
0,0,Kampen,166,53779,1,16/03/2020
0,0,Doetinchem,222,57555,1,16/03/2020
0,0,Hardenberg,160,60574,1,16/03/2020
0,0,Capelle aan den IJssel,502,66818,1,16/03/2020
0,0,Assen,106,67963,1,16/03/2020
0,0,Hilversum,402,90238,1,16/03/2020
0,0,Zoetermeer,637,124944,1,16/03/2020
"6,045949214",1,Rozendaal,277,1654,1,16/03/2020
"0,980296049",1,Oudewater,589,10201,1,16/03/2020
"0,918189331",1,Mill en Sint Hubert,815,10891,1,16/03/2020
"0,897021887",1,Doesburg,221,11148,1,16/03/2020
"0,892697733",1,Blaricum,376,11202,1,16/03/2020
"0,818732602",1,Pekela,765,12214,1,16/03/2020
"0,759532128",1,Woudenberg,351,13166,1,16/03/2020
"0,690941754",1,Lopik,331,14473,1,16/03/2020
"0,634598299",1,Harlingen,72,15758,1,16/03/2020
"0,607164542",1,Valkenburg aan de Geul,994,16470,1,16/03/2020
"0,598444045",1,Asten,743,16710,1,16/03/2020
"0,588131506",1,Staphorst,180,17003,1,16/03/2020
"0,587854917",1,Zandvoort,473,17011,1,16/03/2020
"0,585788765",1,Gennep,907,17071,1,16/03/2020
"0,579810982",1,Waalre,866,17247,1,16/03/2020
"0,561387751",1,Ommen,175,17813,1,16/03/2020
"0,540803634",1,Bergeijk,"1,724",18491,1,16/03/2020
"0,540336089",1,Enkhuizen,388,18507,1,16/03/2020
"0,536970413",1,Oirschot,823,18623,1,16/03/2020
"0,528457433",1,Meerssen,938,18923,1,16/03/2020
"0,517544768",1,Someren,847,19322,1,16/03/2020
"0,495662949",1,Bladel,"1,728",20175,1,16/03/2020
"0,470013160",1,Tubbergen,183,21276,1,16/03/2020
"0,460702110",1,Stede Broec,532,21706,1,16/03/2020
"0,457980307",1,Veere,717,21835,1,16/03/2020
"0,447767877",1,Laarbeek,"1,659",22333,1,16/03/2020
"0,443026759",1,Rucphen,840,22572,1,16/03/2020
"0,439792418",1,Koggenland,"1,598",22738,1,16/03/2020
"0,433162956",1,Elburg,230,23086,1,16/03/2020
"0,431294747",1,"Nuenen, Gerwen en Nederwetten",820,23186,1,16/03/2020
"0,427167877",1,Bloemendaal,377,23410,1,16/03/2020
"0,414765657",1,De Wolden,"1,69",24110,1,16/03/2020
"0,411912510",1,Haaksbergen,158,24277,1,16/03/2020
"0,409550723",1,Voorst,285,24417,1,16/03/2020
"0,394757619",1,Duiven,226,25332,1,16/03/2020
"0,387897595",1,Tholen,716,25780,1,16/03/2020
"0,378343612",1,Gilze en Rijen,784,26431,1,16/03/2020
"0,368881183",1,Leiderdorp,547,27109,1,16/03/2020
"0,353157226",1,Waddinxveen,627,28316,1,16/03/2020
"0,351481494",1,Zaltbommel,297,28451,1,16/03/2020
"0,350889505",1,Dalfsen,148,28499,1,16/03/2020
"0,349308369",1,Nieuwkoop,569,28628,1,16/03/2020
"0,344056425",1,Boxmeer,756,29065,1,16/03/2020
"0,340413943",1,Krimpen aan den IJssel,542,29376,1,16/03/2020
"0,333622473",1,Bergen (NH),373,29974,1,16/03/2020
"0,333000333",1,Leusden,327,30030,1,16/03/2020
"0,319590924",1,Noordenveld,"1,699",31290,1,16/03/2020
"0,314663310",1,Tytsjerksteradiel,737,31780,1,16/03/2020
"0,314070352",1,Oldenzaal,173,31840,1,16/03/2020
"0,305175781",1,Maassluis,556,32768,1,16/03/2020
"0,290174685",1,Bodegraven-Reeuwijk,"1,901",34462,1,16/03/2020
"0,286204923",1,Hof van Twente,"1,735",34940,1,16/03/2020
"0,270555450",1,Moerdijk,"1,709",36961,1,16/03/2020
"0,269825423",1,Teylingen,"1,525",37061,1,16/03/2020
"0,253337725",1,Oude IJsselstreek,"1,509",39473,1,16/03/2020
"0,249694125",1,Hellevoetsluis,530,40049,1,16/03/2020
"0,242289148",1,Huizen,406,41273,1,16/03/2020
"0,232866823",1,Nijkerk,267,42943,1,16/03/2020
"0,229147571",1,Rheden,275,43640,1,16/03/2020
"0,220570395",1,Veldhoven,861,45337,1,16/03/2020
"0,216258299",1,Ridderkerk,597,46241,1,16/03/2020
"0,205998682",1,Middelburg,687,48544,1,16/03/2020
"0,187031253",1,Rijswijk,603,53467,1,16/03/2020
"0,183187089",1,Terneuzen,715,54589,1,16/03/2020
"0,179843177",1,Den Helder,400,55604,1,16/03/2020
"0,176236298",1,Heerhugowaard,398,56742,1,16/03/2020
"0,164206309",1,Midden-Groningen,"1,952",60899,1,16/03/2020
"0,158652092",1,Westerkwartier,"1,969",63031,1,16/03/2020
"0,158639508",1,Nieuwegein,356,63036,1,16/03/2020
"0,153134667",1,Katwijk,537,65302,1,16/03/2020
"0,152464590",1,Veenendaal,345,65589,1,16/03/2020
"0,138113916",1,Vlaardingen,622,72404,1,16/03/2020
"0,137270244",1,Almelo,141,72849,1,16/03/2020
"0,136978796",1,Hoorn,405,73004,1,16/03/2020
"0,128206772",1,Schiedam,606,77999,1,16/03/2020
"0,117928700",1,Nissewaard,"1,93",84797,1,16/03/2020
"0,111470293",1,Súdwest-Fryslân,"1,9",89710,1,16/03/2020
"0,093359349",1,Emmen,114,107113,1,16/03/2020
"0,092078488",1,Westland,"1,783",108603,1,16/03/2020
"0,084278659",1,Dordrecht,505,118654,1,16/03/2020
,"1,343",null,,,1,16/03/2020
"1,970637501",2,Alphen-Chaam,"1,723",10149,1,16/03/2020
"1,403902850",2,Gulpen-Wittem,"1,729",14246,1,16/03/2020
"1,252818842",2,Heeze-Leende,"1,658",15964,1,16/03/2020
"1,213150552",2,Heumen,252,16486,1,16/03/2020
"1,078399655",2,Heerde,246,18546,1,16/03/2020
"1,046572475",2,Eersel,770,19110,1,16/03/2020
"0,978473581",2,Cranendonck,"1,706",20440,1,16/03/2020
"0,896499171",2,Zeewolde,50,22309,1,16/03/2020
"0,888770386",2,Zwartewaterland,"1,896",22503,1,16/03/2020
"0,881911985",2,Reimerswaal,703,22678,1,16/03/2020
"0,877192982",2,Borsele,654,22800,1,16/03/2020
"0,855212520",2,Sluis,"1,714",23386,1,16/03/2020
"0,847529452",2,Oldebroek,269,23598,1,16/03/2020
"0,843312532",2,Maasgouw,"1,641",23716,1,16/03/2020
"0,826514588",2,Putten,273,24198,1,16/03/2020
"0,802214111",2,Cuijk,"1,684",24931,1,16/03/2020
"0,798275724",2,Steenbergen,851,25054,1,16/03/2020
"0,791420996",2,Albrandswaard,613,25271,1,16/03/2020
"0,727775554",2,Nunspeet,302,27481,1,16/03/2020
"0,700402732",2,Culemborg,216,28555,1,16/03/2020
"0,685025346",2,Diemen,384,29196,1,16/03/2020
"0,672879588",2,Opsterland,86,29723,1,16/03/2020
"0,662383255",2,Halderberge,"1,655",30194,1,16/03/2020
"0,603409262",2,Epe,232,33145,1,16/03/2020
"0,592083839",2,Schouwen-Duiveland,"1,676",33779,1,16/03/2020
"0,558534406",2,Hellendoorn,163,35808,1,16/03/2020
"0,552303104",2,Bronckhorst,"1,876",36212,1,16/03/2020
"0,533176935",2,Raalte,177,37511,1,16/03/2020
"0,531166175",2,Goes,664,37653,1,16/03/2020
"0,510673067",2,Heemskerk,396,39164,1,16/03/2020
"0,466646445",2,Noordwijk,575,42859,1,16/03/2020
"0,456017146",2,Molenlanden,"1,978",43858,1,16/03/2020
"0,453936767",2,De Ronde Venen,736,44059,1,16/03/2020
"0,438192893",2,Kerkrade,928,45642,1,16/03/2020
"0,426903456",2,Noordoostpolder,171,46849,1,16/03/2020
"0,383163783",2,Woerden,632,52197,1,16/03/2020
"0,359311559",2,Hoogeveen,118,55662,1,16/03/2020
"0,343589479",2,Roermond,957,58209,1,16/03/2020
"0,249634909",2,Purmerend,439,80117,1,16/03/2020
"0,200086037",2,Deventer,150,99957,1,16/03/2020
"0,193867957",2,Delft,503,103163,1,16/03/2020
"0,184233313",2,Alkmaar,361,108558,1,16/03/2020
"0,172845908",2,Ede,228,115710,1,16/03/2020
"0,162460299",2,Leeuwarden,80,123107,1,16/03/2020
"0,129672253",2,Haarlemmermeer,394,154235,1,16/03/2020
"0,128299708",2,Zaanstad,479,155885,1,16/03/2020
"2,852795740",3,Simpelveld,965,10516,1,16/03/2020
"2,611420613",3,Landsmeer,415,11488,1,16/03/2020
"2,584869895",3,Sint Anthonis,"1,702",11606,1,16/03/2020
"2,051141802",3,Westvoorne,614,14626,1,16/03/2020
"1,883357398",3,Beek,888,15929,1,16/03/2020
"1,764602082",3,Nederweert,946,17001,1,16/03/2020
"1,732601790",3,Waterland,852,17315,1,16/03/2020
"1,572656741",3,West Maas en Waal,668,19076,1,16/03/2020
"1,394376017",3,Geertruidenberg,779,21515,1,16/03/2020
"1,388117712",3,Zundert,879,21612,1,16/03/2020
"1,292546316",3,Borne,147,23210,1,16/03/2020
"1,278554381",3,Heiloo,399,23464,1,16/03/2020
"1,262519990",3,Wijk bij Duurstede,352,23762,1,16/03/2020
"1,201874925",3,Stein,971,24961,1,16/03/2020
"1,144557628",3,Wassenaar,629,26211,1,16/03/2020
"1,136535839",3,Vught,865,26396,1,16/03/2020
"0,975704947",3,Boxtel,757,30747,1,16/03/2020
"0,945537065",3,Aalsmeer,358,31728,1,16/03/2020
"0,757671423",3,Geldrop-Mierlo,"1,771",39595,1,16/03/2020
"0,676117284",3,Vlissingen,718,44371,1,16/03/2020
"0,672058066",3,Zwijndrecht,642,44639,1,16/03/2020
"0,645508338",3,Lingewaard,"1,705",46475,1,16/03/2020
"0,616358145",3,Barendrecht,489,48673,1,16/03/2020
"0,605877007",3,Utrechtse Heuvelrug,"1,581",49515,1,16/03/2020
"0,591750991",3,West Betuwe,"1,96",50697,1,16/03/2020
"0,583317130",3,De Fryske Marren,"1,94",51430,1,16/03/2020
"0,538483630",3,Vijfheerenlanden,"1,961",55712,1,16/03/2020
"0,536308055",3,Smallingerland,90,55938,1,16/03/2020
"0,517500129",3,Barneveld,203,57971,1,16/03/2020
"0,371825539",3,Hengelo (O),164,80683,1,16/03/2020
"0,188695860",3,Enschede,153,158986,1,16/03/2020
"0,144297368",3,Almere,34,207904,1,16/03/2020
"2,608582236",4,Hilvarenbeek,798,15334,1,16/03/2020
"2,366303833",4,Son en Breugel,848,16904,1,16/03/2020
"1,664308896",4,Neder-Betuwe,"1,74",24034,1,16/03/2020
"1,637599279",4,Oegstgeest,579,24426,1,16/03/2020
"1,558967963",4,Eijsden-Margraten,"1,903",25658,1,16/03/2020
"1,505570611",4,Buren,214,26568,1,16/03/2020
"1,428979708",4,Langedijk,416,27992,1,16/03/2020
"1,341336642",4,Best,753,29821,1,16/03/2020
"1,170960187",4,IJsselstein,353,34160,1,16/03/2020
"1,064084488",4,Landgraaf,882,37591,1,16/03/2020
"0,952880080",4,Tiel,281,41978,1,16/03/2020
"0,906310185",4,Heusden,797,44135,1,16/03/2020
"0,859235710",4,Schagen,441,46553,1,16/03/2020
"0,840671697",4,Harderwijk,243,47581,1,16/03/2020
"0,806272802",4,Goeree-Overflakkee,"1,924",49611,1,16/03/2020
"0,713673994",4,Krimpenerwaard,"1,931",56048,1,16/03/2020
"0,693060729",4,Gooise Meren,"1,942",57715,1,16/03/2020
"0,598703806",4,Bergen op Zoom,748,66811,1,16/03/2020
"0,585240241",4,Velsen,453,68348,1,16/03/2020
"0,546589962",4,Gouda,513,73181,1,16/03/2020
"0,530328141",4,Leidschendam-Voorburg,"1,916",75425,1,16/03/2020
"0,461595273",4,Hoeksche Waard,"1,963",86656,1,16/03/2020
"0,440344349",4,Amstelveen,362,90838,1,16/03/2020
"2,769929644",5,Hardinxveld-Giessendam,523,18051,1,16/03/2020
"2,659998936",5,Druten,225,18797,1,16/03/2020
"1,931844525",5,Beuningen,209,25882,1,16/03/2020
"1,919312119",5,Dongen,766,26051,1,16/03/2020
"1,897533207",5,Dinkelland,"1,774",26350,1,16/03/2020
"1,832441545",5,Heemstede,397,27286,1,16/03/2020
"1,545021939",5,Deurne,762,32362,1,16/03/2020
"1,397741250",5,Castricum,383,35772,1,16/03/2020
"1,220971405",5,Wijchen,296,40951,1,16/03/2020
"1,214299592",5,Beverwijk,375,41176,1,16/03/2020
"1,182284647",5,Horst aan de Maas,"1,507",42291,1,16/03/2020
"0,811675135",5,Lansingerland,"1,621",61601,1,16/03/2020
"1,078826237",6,Oosterhout,826,55616,1,16/03/2020
"0,778897082",6,Roosendaal,"1,674",77032,1,16/03/2020
"0,690989497",6,Heerlen,917,86832,1,16/03/2020
"0,590533744",6,Venlo,983,101603,1,16/03/2020
"0,540608725",6,Alphen aan den Rijn,484,110986,1,16/03/2020
"0,470599308",6,Zwolle,193,127497,1,16/03/2020
"0,372058413",6,Haarlem,392,161265,1,16/03/2020
"4,931313843",7,Haaren,788,14195,1,16/03/2020
"3,000814507",7,Loon op Zand,809,23327,1,16/03/2020
"2,578268877",7,Drimmelen,"1,719",27150,1,16/03/2020
"1,961828424",7,Leudal,"1,64",35681,1,16/03/2020
"1,715055739",7,Dronten,303,40815,1,16/03/2020
"1,088037802",7,Stichtse Vecht,"1,904",64336,1,16/03/2020
"0,439519041",7,Arnhem,202,159265,1,16/03/2020
"0,430915079",7,Apeldoorn,200,162445,1,16/03/2020
"0,302638576",7,Groningen,14,231299,1,16/03/2020
"2,978628342",8,Ermelo,233,26858,1,16/03/2020
"2,759477079",8,Sint-Michielsgestel,845,28991,1,16/03/2020
"2,555747237",8,Renkum,274,31302,1,16/03/2020
"1,682687252",8,Overbetuwe,"1,734",47543,1,16/03/2020
"1,472455872",8,Pijnacker-Nootdorp,"1,926",54331,1,16/03/2020
"1,251290393",8,Zeist,355,63934,1,16/03/2020
"1,027049927",8,Lelystad,995,77893,1,16/03/2020
"0,640517538",8,Leiden,546,124899,1,16/03/2020
"3,782625142",9,Goirle,785,23793,1,16/03/2020
"3,442999235",9,Oisterwijk,824,26140,1,16/03/2020
"6,439564685",10,Landerd,"1,685",15529,1,16/03/2020
"2,873728375",10,Berg en Dal,"1,945",34798,1,16/03/2020
"2,284461096",10,Etten-Leur,777,43774,1,16/03/2020
"2,164783305",10,Soest,342,46194,1,16/03/2020
"2,072968491",10,Waalwijk,867,48240,1,16/03/2020
"3,100076093",11,Coevorden,109,35483,1,16/03/2020
"1,202829931",11,Oss,828,91451,1,16/03/2020
"2,166612501",12,Altena,"1,959",55386,1,16/03/2020
"3,638704621",13,Beekdaelen,"1,954",35727,1,16/03/2020
"3,035680927",13,De Bilt,310,42824,1,16/03/2020
"2,604636253",13,Houten,321,49911,1,16/03/2020
"13,222516056",14,Boekel,755,10588,1,16/03/2020
"0,260303849",14,'s-Gravenhage,518,537833,1,16/03/2020
"1,857436301",17,Helmond,794,91524,1,16/03/2020
"0,961913869",17,Nijmegen,268,176731,1,16/03/2020
"1,151734640",18,Amersfoort,307,156286,1,16/03/2020
"6,167629683",19,Bernheze,"1,721",30806,1,16/03/2020
"4,386876313",19,Peel en Maas,"1,894",43311,1,16/03/2020
"6,568791671",20,Gemert-Bakel,"1,652",30447,1,16/03/2020
"1,296974806",20,'s-Hertogenbosch,796,154205,1,16/03/2020
"0,906571347",21,Eindhoven,772,231642,1,16/03/2020
"1,974252458",24,Maastricht,935,121565,1,16/03/2020
"0,465391907",30,Rotterdam,599,644618,1,16/03/2020
"4,100970203",38,Sittard-Geleen,"1,883",92661,1,16/03/2020
"0,451930264",39,Amsterdam,363,862965,1,16/03/2020
"5,197055002",42,Meierijstad,"1,948",80815,1,16/03/2020
"10,291513092",43,Uden,856,41782,1,16/03/2020
"1,360289742",48,Utrecht,344,352866,1,16/03/2020
,70,onbekend,,,1,16/03/2020
"3,866353062",84,Tilburg,855,217259,1,16/03/2020
"4,677141288",86,Breda,758,183873,1,16/03/2020
0,0,Schiermonnikoog,88,936,1,17/03/2020
0,0,Vlieland,96,1138,1,17/03/2020
0,0,Ameland,60,3673,1,17/03/2020
0,0,Terschelling,93,4890,1,17/03/2020
0,0,Renswoude,339,5259,1,17/03/2020
0,0,Baarle-Nassau,744,6847,1,17/03/2020
0,0,Noord-Beveland,1695,7308,1,17/03/2020
0,0,Mook en Middelaar,944,7806,1,17/03/2020
0,0,Zoeterwoude,638,8450,1,17/03/2020
0,0,Eemnes,317,9113,1,17/03/2020
0,0,Loppersum,24,9614,1,17/03/2020
0,0,Beemster,370,9748,1,17/03/2020
0,0,Scherpenzeel,279,9873,1,17/03/2020
0,0,Vaals,981,10092,1,17/03/2020
0,0,Laren,417,11195,1,17/03/2020
0,0,Appingedam,3,11721,1,17/03/2020
0,0,Opmeer,432,11779,1,17/03/2020
0,0,Hattem,244,12173,1,17/03/2020
0,0,Grave,786,12483,1,17/03/2020
0,0,Reusel-De Mierden,1667,13060,1,17/03/2020
0,0,Bergen (L),893,13140,1,17/03/2020
0,0,Beesel,889,13519,1,17/03/2020
0,0,Uitgeest,450,13528,1,17/03/2020
0,0,Texel,448,13547,1,17/03/2020
0,0,Montfoort,335,13996,1,17/03/2020
0,0,Westervoort,293,14944,1,17/03/2020
0,0,Bunnik,312,15192,1,17/03/2020
0,0,Wormerland,880,16329,1,17/03/2020
0,0,Brielle,501,17182,1,17/03/2020
0,0,Olst-Wijhe,1773,18071,1,17/03/2020
0,0,Dantumadiel,1891,18923,1,17/03/2020
0,0,Weesp,457,19334,1,17/03/2020
0,0,Westerveld,1701,19348,1,17/03/2020
0,0,Midden-Delfland,1842,19391,1,17/03/2020
0,0,Drechterland,498,19597,1,17/03/2020
0,0,Rhenen,340,20004,1,17/03/2020
0,0,Roerdalen,1669,20615,1,17/03/2020
0,0,Brummen,213,20698,1,17/03/2020
0,0,Urk,184,20776,1,17/03/2020
0,0,Bunschoten,313,21576,1,17/03/2020
0,0,Woensdrecht,873,21866,1,17/03/2020
0,0,Hillegom,534,21966,1,17/03/2020
0,0,Losser,168,22622,1,17/03/2020
0,0,Lisse,553,22800,1,17/03/2020
0,0,Wijdemeren,1696,24013,1,17/03/2020
0,0,Wierden,189,24351,1,17/03/2020
0,0,Delfzijl,10,24716,1,17/03/2020
0,0,Baarn,308,24767,1,17/03/2020
0,0,Westerwolde,1950,25199,1,17/03/2020
0,0,Borger-Odoorn,1681,25372,1,17/03/2020
0,0,Aa en Hunze,1680,25386,1,17/03/2020
0,0,Voorschoten,626,25479,1,17/03/2020
0,0,Ooststellingwerf,85,25497,1,17/03/2020
0,0,Weststellingwerf,98,25840,1,17/03/2020
0,0,Kaag en Braassem,1884,26866,1,17/03/2020
0,0,Aalten,197,27011,1,17/03/2020
0,0,Veendam,47,27491,1,17/03/2020
0,0,Hulst,677,27524,1,17/03/2020
0,0,Achtkarspelen,59,27852,1,17/03/2020
0,0,Winterswijk,294,28903,1,17/03/2020
0,0,Uithoorn,451,29424,1,17/03/2020
0,0,Oost Gelre,1586,29704,1,17/03/2020
0,0,Valkenswaard,858,30910,1,17/03/2020
0,0,Hendrik-Ido-Ambacht,531,30966,1,17/03/2020
0,0,Stadskanaal,37,31789,1,17/03/2020
0,0,Papendrecht,590,32290,1,17/03/2020
0,0,Midden-Drenthe,1731,33178,1,17/03/2020
0,0,Meppel,119,33564,1,17/03/2020
0,0,Lochem,262,33590,1,17/03/2020
0,0,Twenterand,1700,33792,1,17/03/2020
0,0,Montferland,1955,36026,1,17/03/2020
0,0,Edam-Volendam,385,36099,1,17/03/2020
0,0,Gorinchem,512,36682,1,17/03/2020
0,0,Oldambt,1895,38129,1,17/03/2020
0,0,Rijssen-Holten,1742,38300,1,17/03/2020
0,0,Zuidplas,1892,42762,1,17/03/2020
0,0,Venray,984,43326,1,17/03/2020
0,0,Zevenaar,299,43488,1,17/03/2020
0,0,Berkelland,1859,43904,1,17/03/2020
0,0,Medemblik,420,44809,1,17/03/2020
0,0,Noardeast-FryslÃ¢n,1970,45181,1,17/03/2020
0,0,Waadhoeke,1949,46039,1,17/03/2020
0,0,Hollands Kroon,1911,47815,1,17/03/2020
0,0,Het Hogeland,1966,47888,1,17/03/2020
0,0,Weert,988,49842,1,17/03/2020
0,0,Heerenveen,74,50257,1,17/03/2020
0,0,Doetinchem,222,57555,1,17/03/2020
0,0,Hardenberg,160,60574,1,17/03/2020
0,0,Assen,106,67963,1,17/03/2020
0,0,Zoetermeer,637,124944,1,17/03/2020
"6,045949214",1,Rozendaal,277,1654,1,17/03/2020
"1,024905196",1,Oostzaan,431,9757,1,17/03/2020
"0,980296049",1,Oudewater,589,10201,1,17/03/2020
"0,918189331",1,Mill en Sint Hubert,815,10891,1,17/03/2020
"0,897021887",1,Doesburg,221,11148,1,17/03/2020
"0,892697733",1,Blaricum,376,11202,1,17/03/2020
"0,818732602",1,Pekela,765,12214,1,17/03/2020
"0,803083842",1,Voerendaal,986,12452,1,17/03/2020
"0,782166601",1,Kapelle,678,12785,1,17/03/2020
"0,759532128",1,Woudenberg,351,13166,1,17/03/2020
"0,634598299",1,Harlingen,72,15758,1,17/03/2020
"0,588131506",1,Staphorst,180,17003,1,17/03/2020
"0,587854917",1,Zandvoort,473,17011,1,17/03/2020
"0,585788765",1,Gennep,907,17071,1,17/03/2020
"0,579810982",1,Waalre,866,17247,1,17/03/2020
"0,561387751",1,Ommen,175,17813,1,17/03/2020
"0,540803634",1,Bergeijk,1724,18491,1,17/03/2020
"0,540336089",1,Enkhuizen,388,18507,1,17/03/2020
"0,536970413",1,Oirschot,823,18623,1,17/03/2020
"0,528457433",1,Meerssen,938,18923,1,17/03/2020
"0,498280931",1,Alblasserdam,482,20069,1,17/03/2020
"0,495662949",1,Bladel,1728,20175,1,17/03/2020
"0,470013160",1,Tubbergen,183,21276,1,17/03/2020
"0,460702110",1,Stede Broec,532,21706,1,17/03/2020
"0,457980307",1,Veere,717,21835,1,17/03/2020
"0,447767877",1,Laarbeek,1659,22333,1,17/03/2020
"0,443026759",1,Rucphen,840,22572,1,17/03/2020
"0,439792418",1,Koggenland,1598,22738,1,17/03/2020
"0,433162956",1,Elburg,230,23086,1,17/03/2020
"0,431294747",1,"Nuenen, Gerwen en Nederwetten",820,23186,1,17/03/2020
"0,414765657",1,De Wolden,1690,24110,1,17/03/2020
"0,411912510",1,Haaksbergen,158,24277,1,17/03/2020
"0,409550723",1,Voorst,285,24417,1,17/03/2020
"0,404973069",1,Maasdriel,263,24693,1,17/03/2020
"0,399584432",1,Sliedrecht,610,25026,1,17/03/2020
"0,394757619",1,Duiven,226,25332,1,17/03/2020
"0,387897595",1,Tholen,716,25780,1,17/03/2020
"0,378343612",1,Gilze en Rijen,784,26431,1,17/03/2020
"0,368881183",1,Leiderdorp,547,27109,1,17/03/2020
"0,353157226",1,Waddinxveen,627,28316,1,17/03/2020
"0,350889505",1,Dalfsen,148,28499,1,17/03/2020
"0,349308369",1,Nieuwkoop,569,28628,1,17/03/2020
"0,344056425",1,Boxmeer,756,29065,1,17/03/2020
"0,340413943",1,Krimpen aan den IJssel,542,29376,1,17/03/2020
"0,333622473",1,Bergen (NH),373,29974,1,17/03/2020
"0,333000333",1,Leusden,327,30030,1,17/03/2020
"0,319590924",1,Noordenveld,1699,31290,1,17/03/2020
"0,314663310",1,Tytsjerksteradiel,737,31780,1,17/03/2020
"0,314070352",1,Oldenzaal,173,31840,1,17/03/2020
"0,305175781",1,Maassluis,556,32768,1,17/03/2020
"0,296753517",1,Tynaarlo,1730,33698,1,17/03/2020
"0,290174685",1,Bodegraven-Reeuwijk,1901,34462,1,17/03/2020
"0,286204923",1,Hof van Twente,1735,34940,1,17/03/2020
"0,270555450",1,Moerdijk,1709,36961,1,17/03/2020
"0,257904782",1,Wageningen,289,38774,1,17/03/2020
"0,249694125",1,Hellevoetsluis,530,40049,1,17/03/2020
"0,242289148",1,Huizen,406,41273,1,17/03/2020
"0,227583068",1,Steenwijkerland,1708,43940,1,17/03/2020
"0,220570395",1,Veldhoven,861,45337,1,17/03/2020
"0,216258299",1,Ridderkerk,597,46241,1,17/03/2020
"0,210044319",1,Zutphen,301,47609,1,17/03/2020
"0,205998682",1,Middelburg,687,48544,1,17/03/2020
"0,185946187",1,Kampen,166,53779,1,17/03/2020
"0,179843177",1,Den Helder,400,55604,1,17/03/2020
"0,176236298",1,Heerhugowaard,398,56742,1,17/03/2020
"0,164206309",1,Midden-Groningen,1952,60899,1,17/03/2020
"0,158652092",1,Westerkwartier,1969,63031,1,17/03/2020
"0,153134667",1,Katwijk,537,65302,1,17/03/2020
"0,152464590",1,Veenendaal,345,65589,1,17/03/2020
"0,149660271",1,Capelle aan den IJssel,502,66818,1,17/03/2020
"0,137270244",1,Almelo,141,72849,1,17/03/2020
"0,136978796",1,Hoorn,405,73004,1,17/03/2020
"0,128206772",1,Schiedam,606,77999,1,17/03/2020
"0,111470293",1,SÃºdwest-FryslÃ¢n,1900,89710,1,17/03/2020
"0,093359349",1,Emmen,114,107113,1,17/03/2020
"1,437194596",2,Ouder-Amstel,437,13916,1,17/03/2020
"1,403902850",2,Gulpen-Wittem,1729,14246,1,17/03/2020
"1,381883507",2,Lopik,331,14473,1,17/03/2020
"1,214329083",2,Valkenburg aan de Geul,994,16470,1,17/03/2020
"1,196888091",2,Asten,743,16710,1,17/03/2020
"1,035089535",2,Someren,847,19322,1,17/03/2020
"0,896499171",2,Zeewolde,50,22309,1,17/03/2020
"0,881911985",2,Reimerswaal,703,22678,1,17/03/2020
"0,877192982",2,Borsele,654,22800,1,17/03/2020
"0,855212520",2,Sluis,1714,23386,1,17/03/2020
"0,847529452",2,Oldebroek,269,23598,1,17/03/2020
"0,826514588",2,Putten,273,24198,1,17/03/2020
"0,802214111",2,Cuijk,1684,24931,1,17/03/2020
"0,798275724",2,Steenbergen,851,25054,1,17/03/2020
"0,727775554",2,Nunspeet,302,27481,1,17/03/2020
"0,711667793",2,Brunssum,899,28103,1,17/03/2020
"0,685025346",2,Diemen,384,29196,1,17/03/2020
"0,672879588",2,Opsterland,86,29723,1,17/03/2020
"0,662383255",2,Halderberge,1655,30194,1,17/03/2020
"0,632151211",2,Echt-Susteren,1711,31638,1,17/03/2020
"0,603409262",2,Epe,232,33145,1,17/03/2020
"0,592083839",2,Schouwen-Duiveland,1676,33779,1,17/03/2020
"0,558534406",2,Hellendoorn,163,35808,1,17/03/2020
"0,552303104",2,Bronckhorst,1876,36212,1,17/03/2020
"0,539650846",2,Teylingen,1525,37061,1,17/03/2020
"0,531166175",2,Goes,664,37653,1,17/03/2020
"0,510673067",2,Heemskerk,396,39164,1,17/03/2020
"0,506675449",2,Oude IJsselstreek,1509,39473,1,17/03/2020
"0,466646445",2,Noordwijk,575,42859,1,17/03/2020
"0,465733647",2,Nijkerk,267,42943,1,17/03/2020
"0,458295142",2,Rheden,275,43640,1,17/03/2020
"0,453936767",2,De Ronde Venen,736,44059,1,17/03/2020
"0,426903456",2,Noordoostpolder,171,46849,1,17/03/2020
